temp;year
-0,4669;1934
-0,3186;1935
-0,0949;1936
0,0915;1937
0,1962;1938
0,2363;1939
0,2475;1940
0,1970;1941
0,1096;1942
0,0184;1943
-0,0467;1944
-0,0658;1945
-0,0556;1946
-0,1000;1947
-0,2083;1948
-0,3403;1949
-0,3509;1950
-0,1950;1951
-0,1011;1952
-0,1095;1953
-0,1215;1954
-0,1024;1955
-0,0658;1956
-0,0424;1957
-0,0773;1958
-0,2569;1959
-0,4509;1960
-0,3855;1961
-0,1849;1962
-0,0702;1963
-0,0508;1964
-0,0684;1965
-0,1111;1966
-0,1427;1967
-0,1059;1968
-0,0794;1969
-0,1699;1970
-0,2614;1971
-0,2812;1972
-0,2716;1973
-0,2676;1974
-0,1986;1975
-0,0620;1976
0,0377;1977
0,0204;1978
-0,0587;1979
